,Year,Song_Artist_Combined,dope,drip,woke,rizz,sus
219,2010,"Singing In The Rain/Umbrella, Glee Cast ft. Gwyneth Paltrow",False,False,False,False,False
220,2010,"Smile, Uncle Kracker",False,False,False,False,False
221,2010,"Solo, Iyaz",False,False,False,False,False
222,2010,"Somebody To Love, Justin Bieber ft. Usher",False,False,False,False,False
223,2010,"Somewhere With You, Kenny Chesney",False,False,False,False,False
224,2010,"Southern Voice, Tim McGraw",False,False,False,False,False
225,2010,"Sparks Fly, Taylor Swift",False,False,False,False,False
226,2010,"Speak Now, Taylor Swift",False,False,False,False,False
227,2010,"Start Me Up/Livin' On A Prayer, Glee Cast",False,False,False,False,False
228,2010,"Steady Mobbin', Young Money feat. Gucci Mane",False,False,False,False,False
229,2010,"Stereo Love, Edward Maya and Vika Jigulina",False,False,False,False,False
230,2010,"Stop! In The Name Of Love/Free Your Mind, Glee Cast",False,False,False,False,False
231,2010,"Stranded (Haiti Mon Amour), Jay-Z, Bono, The Edge & Rihanna",False,False,False,False,False
232,2010,"Stuck Like Glue, Sugarland",False,False,False,False,False
233,2010,"Sweet Dreams, Beyonce",False,False,False,False,False
234,2010,"Take It Off, Ke$ha",False,False,False,False,False
235,2010,"Teach Me How To Dougie, Cali Swag District",False,False,False,False,False
236,2010,"Teenage Dream, Glee Cast",False,False,False,False,False
237,2010,"Teenage Dream, Katy Perry",False,False,False,False,False
238,2010,"Telephone, Glee Cast",False,False,False,False,False
239,2010,"Telephone, Lady Gaga ft. Beyonce",False,False,False,False,False
240,2010,"Temporary Home, Carrie Underwood",False,False,False,False,False
241,2010,"That's All She Wrote, T.I. feat. Eminem",False,False,False,False,False
242,2010,"The Boys Of Fall, Kenny Chesney",False,False,False,False,False
243,2010,"The Catalyst, Linkin Park",False,False,False,False,False
244,2010,"The House That Built Me, Miranda Lambert",False,False,False,False,False
245,2010,"The Man I Want To Be, Chris Young",False,False,False,False,False
246,2010,"The Only Exception, Glee Cast",False,False,False,False,False
247,2010,"The Only Exception, Paramore",False,False,False,False,False
248,2010,"The Story Of Us, Taylor Swift",False,False,False,False,False
249,2010,"The Time (Dirty Bit), The Black Eyed Peas",False,False,False,False,False
250,2010,"The Truth, Jason Aldean",False,False,False,False,False
251,2010,"There Goes My Baby, Usher",False,False,False,False,False
252,2010,"This Afternoon, Nickelback",False,False,False,False,False
253,2010,"TiK ToK, Ke$ha",False,False,False,False,False
254,2010,"Tie Me Down, New Boyz feat. Ray J",False,False,False,False,False
255,2010,"Today Was A Fairytale, Taylor Swift",False,False,False,False,False
256,2010,"Tonight (I'm Lovin' You), Enrique Iglesias ft. Ludacris & DJ Frank E",False,False,False,False,False
257,2010,"Total Eclipse Of The Heart, Glee Cast ft. Jonathan Groff",False,False,False,False,False
258,2010,"Touchin On My, 3OH!3",False,False,False,False,False
259,2010,"Toxic, Glee Cast",False,False,False,False,False
260,2010,"Try Sleeping With A Broken Heart, Alicia Keys",False,False,False,False,False
261,2010,"Two Is Better Than One, Boys Like Girls ft. Taylor Swift",False,False,False,False,False
262,2010,"Two is Better Than One, Boys Like Girls ft. Taylor Swift",False,False,False,False,False
263,2010,"U Smile, Justin Bieber",False,False,False,False,False
264,2010,"Un-Thinkable (I'm Ready), Alicia Keys",False,False,False,False,True
265,2010,"Undo It, Carrie Underwood",False,False,False,False,False
266,2010,"Up All Night, Drake ft. Nicki Minaj",False,False,False,False,False
267,2010,"Use Somebody, Kings Of Leon",False,False,False,False,False
268,2010,"Waka Waka (This Time For Africa), Shakira feat. Freshlyground",False,False,False,False,False
269,2010,"Water, Brad Paisley",False,False,False,False,False
270,2010,"We Are The World 25, Artists For Haiti",False,False,False,False,False
271,2010,"We No Speak Americano, Yolanda Be Cool & DCUP",False,False,False,False,False
272,2010,"We R Who We R, Ke$ha",False,False,False,False,True
273,2010,"What's My Name?, Rihanna feat. Drake",False,False,False,False,False
274,2010,"What's Wrong With Them, Lil Wayne ft. Nicki Minaj",False,False,False,False,False
275,2010,"Whataya Want From Me, Adam Lambert",False,False,False,False,False
276,2010,"Whatcha Say, Jason Derulo",False,False,False,False,False
277,2010,"When I Look At You, Miley Cyrus",False,False,False,False,False
278,2010,"Whip My Hair, Willow",False,False,False,False,False
279,2010,"White Liar, Miranda Lambert",False,False,False,False,False
280,2010,"Why Don't We Just Dance, Josh Turner",False,False,False,False,False
281,2010,"Why Wait, Rascal Flatts",False,False,False,False,False
282,2010,"Winner, Jamie Foxx ft. Justin Timberlake & T.I.",False,False,False,False,False
283,2010,"Yeah 3X, Chris Brown",False,False,False,False,False
284,2010,"Yeah Ya Know (Takers), T.I.",False,False,False,False,False
285,2010,"You And Your Heart, Jack Johnson",False,False,False,False,False
286,2010,"You Belong With Me, Taylor Swift",False,False,False,False,False
287,2010,"Young Forever, Jay-Z + Mr. Hudson",False,False,False,False,False
288,2010,"Your Love Is My Drug, Ke$ha",False,False,False,False,False
289,2010,"Your Love, Nicki Minaj",False,False,False,False,False
290,2011,"(It) Feels So Good, Steven Tyler",False,False,False,False,False
291,2011,"5 O'Clock, T-Pain feat. Wiz Khalifa & Lily Allen",False,False,False,False,False
292,2011,"6 Foot 7 Foot, Lil Wayne ft. Cory Gunz",False,False,False,False,False
293,2011,"A Little Bit Stronger, Sara Evans",False,False,False,False,False
294,2011,"A Thousand Years, Christina Perri",False,False,False,False,False
295,2011,"All Of The Lights, Kanye West",False,False,False,False,False
296,2011,"All Your Life, The Band Perry",False,False,False,False,False
297,2011,"Am I The Only One, Dierks Bentley",False,False,False,False,False
298,2011,"Animal, Neon Trees",False,False,False,False,False
299,2011,"Are You Gonna Kiss Me Or Not, Thompson Square",False,False,False,False,False
300,2011,"Aston Martin Music, Rick Ross ft. Drake & Chrisette Michele",False,False,False,False,False
301,2011,"Baby, Glee Cast",False,False,False,False,False
302,2011,"Back To December, Taylor Swift",False,False,False,False,False
303,2011,"Backseat, New Boyz feat. The Cataracs & Dev",False,False,False,False,False
304,2011,"Baggage Claim, Miranda Lambert",False,False,False,False,False
305,2011,"Bang Bang Pow Pow, T-Pain feat. Lil Wayne",False,False,False,False,False
306,2011,"Barefoot Blue Jean Night, Jake Owen",False,False,False,False,False
307,2011,"Beautiful People, Chris Brown ft. Benny Benassi",False,False,False,False,False
308,2011,"Best Love Song, T-Pain feat. Chris Brown",False,False,False,False,False
309,2011,"Best Thing I Never Had, Beyonce",False,False,False,False,False
310,2011,"Better With The Lights Off, New Boyz feat. Chris Brown",False,False,False,False,False
311,2011,"Bills, Bills, Bills, Glee Cast",False,False,False,False,False
312,2011,"Black And Yellow, Wiz Khalifa",False,False,False,False,False
313,2011,"Blackbird, Glee Cast",False,False,False,False,False
314,2011,"Blackout, Breathe Carolina",False,False,False,False,False
315,2011,"Blow, Ke$ha",False,False,False,False,False
316,2011,"Blunt Blowin, Lil Wayne",False,False,False,False,False
317,2011,"Booty Wurk (One Cheek At A Time), T-Pain feat. Joey Galaxy",False,False,False,False,False
318,2011,"Born This Way, Glee Cast",False,False,False,False,False
319,2011,"Born This Way, Lady Gaga",False,False,False,False,False
320,2011,"Bottoms Up, Trey Songz feat. Nicki Minaj",False,False,False,False,False
321,2011,"Bow Chicka Wow Wow, Mike Posner feat. Lil Wayne",False,False,False,False,False
322,2011,"California King Bed, Rihanna",False,False,False,False,False
323,2011,"Can't Be Friends, Trey Songz",False,False,False,False,False
324,2011,"Cheers (Drink To That), Rihanna",False,False,False,False,False
325,2011,"Club Can't Handle Me, Flo Rida ft. David Guetta",False,False,False,False,False
326,2011,"Colder Weather, Zac Brown Band",False,False,False,False,False
327,2011,"Coming Home, Diddy - Dirty Money ft. Skylar Grey",False,False,False,False,False
328,2011,"Country Girl (Shake It For Me), Luke Bryan",False,False,False,False,False
329,2011,"Country Must Be Country Wide, Brantley Gilbert",False,False,False,False,False
330,2011,"Crawling Back To You, Daughtry",False,False,False,False,False
331,2011,"Crazy Girl, Eli Young Band",False,False,False,False,False
332,2011,"DJ Got Us Fallin' In Love, Usher feat. Pitbull",False,False,False,False,False
333,2011,"Dance (A$$), Big Sean ft. Nicki Minaj",False,False,False,False,False
334,2011,"Dancin' Away With My Heart, Lady Antebellum",False,False,False,False,False
335,2011,"Deuces, Chris Brown ft. Tyga & Kevin McCall",False,False,False,False,False
336,2011,"Did It On'em, Nicki Minaj",False,False,False,False,False
337,2011,"Dirt Road Anthem, Jason Aldean",False,False,False,False,False
338,2011,"Dirty Dancer, Enrique Iglesias with Usher ft. Lil Wayne",False,False,False,False,False
339,2011,"Domino, Jessie J",False,False,False,False,False
340,2011,"Don't Wanna Go Home, Jason Derulo",False,False,False,False,False
341,2011,"Don't You Wanna Stay, Jason Aldean with Kelly Clarkson",False,False,False,False,False
342,2011,"Don't You Want Me, Glee Cast",False,False,False,False,False
343,2011,"Down On Me, Jeremih ft. 50 Cent",False,False,False,False,False
344,2011,"Drink In My Hand, Eric Church",False,False,False,False,False
345,2011,"Dynamite, Taio Cruz",False,False,False,False,False
346,2011,"E.T., Katy Perry feat. Kanye West",False,False,False,False,False
347,2011,"Easy, Rascal Flatts feat. Natasha Bedingfield",False,False,False,False,False
348,2011,"Every Teardrop Is A Waterfall, Coldplay",False,False,False,False,False
349,2011,"F**k You (Forget You), Cee Lo Green",False,False,False,False,False
350,2011,"F**kin' Perfect, P!nk",False,False,False,False,False
351,2011,"F**kin' Perfect, Pink",False,False,False,False,False
352,2011,"Fall For Your Type, Jamie Foxx ft. Drake",False,False,False,False,False
353,2011,"Fast Lane, Bad Meets Evil",False,False,False,False,False
354,2011,"Felt Good On My Lips, Tim McGraw",False,False,False,False,False
355,2011,"Firework, Glee Cast",False,False,False,False,False
356,2011,"Firework, Katy Perry",False,False,False,False,False
357,2011,"Fly, Nicki Minaj ft. Rihanna",False,False,False,False,False
358,2011,"For The First Time, The Script",False,False,False,False,False
359,2011,"Freak The Freak Out, Victorious Cast featuring Victoria Justice",False,False,False,False,False
360,2011,"Friday, Glee Cast",False,False,False,False,False
361,2011,"Get It Right, Glee Cast",False,False,False,False,False
362,2011,"Give Me Everything, Pitbull feat. Ne-Yo, AfroJack & Nayer",False,False,False,False,False
363,2011,"Go Your Own Way, Glee Cast",False,False,False,False,False
364,2011,"God Gave Me You, Blake Shelton",False,False,False,False,False
365,2011,"Good Feeling, Flo Rida",False,False,False,False,False
366,2011,"Good Life, OneRepublic",False,False,True,False,False
367,2011,"Grenade, Bruno Mars",False,False,False,False,False
368,2011,"H*A*M, Kanye West & Jay-Z",False,False,False,False,False
369,2011,"Hair, Lady Gaga",False,False,False,False,False
370,2011,"Headlines, Drake",False,False,False,True,False
371,2011,"Heart Like Mine, Miranda Lambert",False,False,False,False,True
372,2011,"Heartbeat, The Fray",False,False,False,False,False
373,2011,"Hello, Martin Solveig & Dragonette",False,False,False,False,False
374,2011,"Here For A Good Time, George Strait",False,False,False,False,False
375,2011,"Hey Baby (Drop It To The Floor), Pitbull feat. T-Pain",False,False,False,False,False
376,2011,"Higher, Taio Cruz ft. Travie McCoy",False,False,False,False,False
377,2011,"Hit The Lights, Jay Sean ft. Lil Wayne",False,False,False,False,False
378,2011,"Hold It Against Me, Britney Spears",False,False,False,False,False
379,2011,"Hold My Hand, Michael Jackson duet with Akon",False,False,False,False,False
380,2011,"Honey Bee, Blake Shelton",False,False,False,False,False
381,2011,"How To Love, Lil Wayne",False,False,False,False,False
382,2011,"I Do, Colbie Caillat",False,False,False,False,False
383,2011,"I Don't Want This Night To End, Luke Bryan",False,False,False,False,False
384,2011,"I Feel Pretty/Unpretty, Glee Cast",False,False,False,False,False
385,2011,"I Just Had Sex, The Lonely Island ft. Akon",False,False,False,False,False
386,2011,"I Like It Like That, Hot Chelle Rae ft. New Boyz",False,False,False,False,False
387,2011,"I Like It, Enrique Iglesias ft. Pitbull",False,False,False,False,False
388,2011,"I Love You This Big, Scotty McCreery",False,False,False,False,False
389,2011,"I Need A Doctor, Dr. Dre ft. Eminem & Skylar Grey",False,False,False,False,False
390,2011,"I Wanna Go, Britney Spears",False,False,False,False,False
391,2011,"I Won't Let Go, Rascal Flatts",False,False,False,False,False
392,2011,"I'm Into You, Jennifer Lopez ft. Lil Wayne",False,False,False,False,False
393,2011,"I'm On One, DJ Khaled ft. Drake, Rick Ross & Lil Wayne",False,False,False,False,False
